Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_22_162,VSS,Metal1,94.6400,90.1600,0.000014
FILLER_22_154,VSS,Metal1,91.3330,90.6215,0.000014
FILLER_22_138,VSS,Metal1,84.5120,90.7080,0.000014
FILLER_22_104,VSS,Metal1,69.8840,90.7575,0.000014
FILLER_22_36,VSS,Metal1,31.8040,90.7575,0.000013
FILLER_22_2,VSS,Metal1,12.7640,90.7575,0.000013
FILLER_21_162,VSS,Metal1,94.6400,90.1600,0.000014
FILLER_21_158,VSS,Metal1,92.5800,89.8110,0.000014
FILLER_21_142,VSS,Metal1,86.7520,89.6120,0.000014
FILLER_21_136,VSS,Metal1,80.2600,89.8110,0.000014
FILLER_21_72,VSS,Metal1,60.8845,89.5220,0.000014
FILLER_21_66,VSS,Metal1,41.0600,89.8110,0.000013
FILLER_21_2,VSS,Metal1,21.6845,89.5220,0.000013
FILLER_20_163,VSS,Metal1,94.9200,82.3200,0.000000
FILLER_20_155,VSS,Metal1,91.8930,82.7815,0.000000
FILLER_20_139,VSS,Metal1,85.0720,82.8680,0.000000
FILLER_20_107,VSS,Metal1,71.5640,82.9175,0.000000
FILLER_20_101,VSS,Metal1,60.6600,82.6685,0.000000
FILLER_20_37,VSS,Metal1,41.2845,82.9575,0.000000
FILLER_20_34,VSS,Metal1,22.6800,82.3200,0.000000
FILLER_20_2,VSS,Metal1,12.7640,82.9175,0.000000
FILLER_19_162,VSS,Metal1,94.6400,82.3200,0.000000
FILLER_19_158,VSS,Metal1,92.5800,81.9710,0.000000
FILLER_19_142,VSS,Metal1,86.7520,81.7720,0.000000
FILLER_19_136,VSS,Metal1,80.2600,81.9710,0.000000
FILLER_19_72,VSS,Metal1,60.8845,81.6820,0.000000
FILLER_19_66,VSS,Metal1,41.0600,81.9710,0.000000
FILLER_19_2,VSS,Metal1,21.6845,81.6820,0.000000
FILLER_18_163,VSS,Metal1,94.9200,74.4800,0.000000
FILLER_18_155,VSS,Metal1,91.8930,74.9415,0.000000
FILLER_18_139,VSS,Metal1,85.0720,75.0280,0.000000
FILLER_18_107,VSS,Metal1,71.5640,75.0775,0.000000
FILLER_18_101,VSS,Metal1,60.6600,74.8285,0.000000
FILLER_18_37,VSS,Metal1,41.2845,75.1175,0.000000
FILLER_18_34,VSS,Metal1,22.6800,74.4800,0.000000
FILLER_18_2,VSS,Metal1,12.7640,75.0775,0.000000
FILLER_17_162,VSS,Metal1,94.6400,74.4800,0.000000
FILLER_17_158,VSS,Metal1,92.5800,74.1310,0.000000
FILLER_17_142,VSS,Metal1,86.7520,73.9320,0.000000
FILLER_17_136,VSS,Metal1,80.2600,74.1310,0.000000
FILLER_17_72,VSS,Metal1,60.8845,73.8420,0.000000
FILLER_17_66,VSS,Metal1,41.0600,74.1310,0.000000
FILLER_17_2,VSS,Metal1,21.6845,73.8420,0.000000
FILLER_16_163,VSS,Metal1,94.9200,66.6400,0.000042
FILLER_16_155,VSS,Metal1,91.8930,67.1015,0.000042
FILLER_16_139,VSS,Metal1,85.0720,67.1880,0.000042
FILLER_16_107,VSS,Metal1,71.5640,67.2375,0.000042
FILLER_16_104,VSS,Metal1,61.8800,66.6400,0.000042
FILLER_16_100,VSS,Metal1,60.1000,66.9885,0.000042
FILLER_16_92,VSS,Metal1,56.6130,67.1015,0.000038
FILLER_16_60,VSS,Metal1,45.2440,67.2375,0.000037
FILLER_16_47,VSS,Metal1,29.9600,66.6400,0.000036
FILLER_16_45,VSS,Metal1,29.1200,66.6400,0.000036
FILLER_16_37,VSS,Metal1,25.8130,67.1015,0.000034
FILLER_16_34,VSS,Metal1,22.6800,66.6400,0.000034
FILLER_16_18,VSS,Metal1,17.3120,67.1880,0.000035
FILLER_15_146,VSS,Metal1,85.6800,66.6400,0.000042
FILLER_15_142,VSS,Metal1,83.6200,66.2910,0.000042
FILLER_15_139,VSS,Metal1,81.4800,66.6400,0.000042
FILLER_15_135,VSS,Metal1,79.7000,66.2910,0.000042
FILLER_15_127,VSS,Metal1,76.2130,66.1780,0.000042
FILLER_15_96,VSS,Metal1,57.6800,66.6400,0.000038
FILLER_15_92,VSS,Metal1,55.6200,66.2910,0.000038
FILLER_15_84,VSS,Metal1,52.1330,66.1780,0.000037
FILLER_15_74,VSS,Metal1,45.0800,66.6400,0.000037
FILLER_15_72,VSS,Metal1,44.2400,66.6400,0.000037
FILLER_15_66,VSS,Metal1,41.0600,66.2910,0.000037
FILLER_15_38,VSS,Metal1,24.9200,66.6400,0.000034
FILLER_15_34,VSS,Metal1,23.1400,66.2910,0.000034
FILLER_15_18,VSS,Metal1,17.3120,66.0920,0.000035
FILLER_14_147,VSS,Metal1,85.9600,58.8000,0.000108
FILLER_14_145,VSS,Metal1,85.1200,58.8000,0.000108
FILLER_14_113,VSS,Metal1,74.9240,59.3975,0.000108
FILLER_14_107,VSS,Metal1,63.8400,58.8000,0.000108
FILLER_14_98,VSS,Metal1,58.8000,58.8000,0.000106
FILLER_14_67,VSS,Metal1,41.4400,58.8000,0.000102
FILLER_14_37,VSS,Metal1,24.3600,58.8000,0.000096
FILLER_14_34,VSS,Metal1,22.6800,58.8000,0.000088
FILLER_14_18,VSS,Metal1,17.3120,59.3480,0.000088
FILLER_13_162,VSS,Metal1,94.6400,58.8000,0.000108
FILLER_13_158,VSS,Metal1,92.5800,58.4510,0.000108
FILLER_13_142,VSS,Metal1,86.7520,58.2520,0.000108
FILLER_13_136,VSS,Metal1,80.2600,58.4510,0.000108
FILLER_13_128,VSS,Metal1,76.7730,58.3380,0.000108
FILLER_13_72,VSS,Metal1,43.9600,58.8000,0.000106
FILLER_13_69,VSS,Metal1,42.2800,58.8000,0.000102
FILLER_13_65,VSS,Metal1,40.5000,58.4510,0.000102
FILLER_13_34,VSS,Metal1,22.9600,58.8000,0.000088
FILLER_13_2,VSS,Metal1,12.7640,58.2020,0.000088
FILLER_12_163,VSS,Metal1,94.9200,50.9600,0.000337
FILLER_12_147,VSS,Metal1,89.5520,51.5080,0.000337
FILLER_12_115,VSS,Metal1,76.0440,51.5575,0.000337
FILLER_12_104,VSS,Metal1,61.8800,50.9600,0.000337
FILLER_12_43,VSS,Metal1,27.7200,50.9600,0.000326
FILLER_12_41,VSS,Metal1,26.8800,50.9600,0.000305
FILLER_12_37,VSS,Metal1,24.8200,51.3085,0.000305
FILLER_12_34,VSS,Metal1,22.6800,50.9600,0.000305
FILLER_12_2,VSS,Metal1,12.7640,51.5575,0.000305
FILLER_11_162,VSS,Metal1,94.6400,50.9600,0.000337
FILLER_11_158,VSS,Metal1,92.5800,50.6110,0.000337
FILLER_11_142,VSS,Metal1,86.7520,50.4120,0.000337
FILLER_11_124,VSS,Metal1,76.6720,50.4120,0.000337
FILLER_11_72,VSS,Metal1,44.2400,50.9600,0.000336
FILLER_11_55,VSS,Metal1,34.9000,50.6110,0.000336
FILLER_11_46,VSS,Metal1,29.4000,50.9600,0.000336
FILLER_11_42,VSS,Metal1,27.6200,50.6110,0.000326
FILLER_11_34,VSS,Metal1,24.1330,50.4980,0.000305
FILLER_11_2,VSS,Metal1,12.7640,50.3620,0.000305
FILLER_10_163,VSS,Metal1,94.9200,43.1200,0.000232
FILLER_10_161,VSS,Metal1,94.0800,43.1200,0.000232
FILLER_10_157,VSS,Metal1,92.0200,43.4685,0.000232
FILLER_10_104,VSS,Metal1,61.8800,43.1200,0.000197
FILLER_10_76,VSS,Metal1,46.2000,43.1200,0.000176
FILLER_10_60,VSS,Metal1,40.8320,43.6680,0.000176
FILLER_10_53,VSS,Metal1,33.6000,43.1200,0.000171
FILLER_10_37,VSS,Metal1,27.9520,43.6680,0.000159
FILLER_10_34,VSS,Metal1,22.6800,43.1200,0.000159
FILLER_10_2,VSS,Metal1,12.7640,43.7175,0.000159
FILLER_9_146,VSS,Metal1,85.6800,43.1200,0.000232
FILLER_9_142,VSS,Metal1,83.6200,42.7710,0.000232
FILLER_9_138,VSS,Metal1,81.2000,43.1200,0.000232
FILLER_9_122,VSS,Metal1,75.5520,42.5720,0.000232
FILLER_9_85,VSS,Metal1,52.6930,42.6580,0.000193
FILLER_9_76,VSS,Metal1,46.2000,43.1200,0.000176
FILLER_9_72,VSS,Metal1,44.4200,42.7710,0.000176
FILLER_9_69,VSS,Metal1,42.2800,43.1200,0.000176
FILLER_9_52,VSS,Metal1,32.7600,43.1200,0.000160
FILLER_9_50,VSS,Metal1,31.9200,43.1200,0.000160
FILLER_9_34,VSS,Metal1,26.2720,42.5720,0.000159
FILLER_9_2,VSS,Metal1,12.7640,42.5220,0.000159
FILLER_8_144,VSS,Metal1,84.7400,35.6285,0.000065
FILLER_8_136,VSS,Metal1,81.2530,35.7415,0.000065
FILLER_8_103,VSS,Metal1,61.6000,35.2800,0.000064
FILLER_8_78,VSS,Metal1,47.3200,35.2800,0.000055
FILLER_8_45,VSS,Metal1,29.3000,35.6285,0.000054
FILLER_8_37,VSS,Metal1,25.8130,35.7415,0.000054
FILLER_8_34,VSS,Metal1,22.6800,35.2800,0.000054
FILLER_8_2,VSS,Metal1,12.7640,35.8775,0.000054
FILLER_7_162,VSS,Metal1,94.6400,35.2800,0.000065
FILLER_7_158,VSS,Metal1,92.5800,34.9310,0.000065
FILLER_7_142,VSS,Metal1,86.7520,34.7320,0.000065
FILLER_7_139,VSS,Metal1,81.4800,35.2800,0.000065
FILLER_7_131,VSS,Metal1,78.4530,34.8180,0.000065
FILLER_7_90,VSS,Metal1,54.3200,35.2800,0.000058
FILLER_7_85,VSS,Metal1,51.2400,35.2800,0.000055
FILLER_7_72,VSS,Metal1,43.9600,35.2800,0.000054
FILLER_7_66,VSS,Metal1,41.0600,34.9310,0.000054
FILLER_7_2,VSS,Metal1,21.6845,34.6420,0.000054
FILLER_6_163,VSS,Metal1,94.9200,27.4400,0.000019
FILLER_6_155,VSS,Metal1,91.8930,27.9015,0.000019
FILLER_6_139,VSS,Metal1,85.0720,27.9880,0.000019
FILLER_6_107,VSS,Metal1,71.5640,28.0375,0.000019
FILLER_6_104,VSS,Metal1,61.8800,27.4400,0.000019
FILLER_6_102,VSS,Metal1,61.0400,27.4400,0.000019
FILLER_6_94,VSS,Metal1,57.7330,27.9015,0.000019
FILLER_6_61,VSS,Metal1,38.2600,27.7885,0.000018
FILLER_6_53,VSS,Metal1,34.7730,27.9015,0.000018
FILLER_6_37,VSS,Metal1,27.9520,27.9880,0.000018
FILLER_6_34,VSS,Metal1,22.6800,27.4400,0.000018
FILLER_6_2,VSS,Metal1,12.7640,28.0375,0.000018
FILLER_5_162,VSS,Metal1,94.6400,27.4400,0.000019
FILLER_5_158,VSS,Metal1,92.5800,27.0910,0.000019
FILLER_5_142,VSS,Metal1,86.7520,26.8920,0.000019
FILLER_5_136,VSS,Metal1,80.2600,27.0910,0.000019
FILLER_5_72,VSS,Metal1,60.8845,26.8020,0.000019
FILLER_5_66,VSS,Metal1,41.0600,27.0910,0.000019
FILLER_5_2,VSS,Metal1,21.6845,26.8020,0.000018
FILLER_4_163,VSS,Metal1,94.9200,19.6000,0.000000
FILLER_4_155,VSS,Metal1,91.8930,20.0615,0.000000
FILLER_4_139,VSS,Metal1,85.0720,20.1480,0.000000
FILLER_4_107,VSS,Metal1,71.5640,20.1975,0.000000
FILLER_4_101,VSS,Metal1,60.6600,19.9485,0.000000
FILLER_4_37,VSS,Metal1,41.2845,20.2375,0.000000
FILLER_4_34,VSS,Metal1,22.6800,19.6000,0.000000
FILLER_4_2,VSS,Metal1,12.7640,20.1975,0.000000
FILLER_3_162,VSS,Metal1,94.6400,19.6000,0.000000
FILLER_3_158,VSS,Metal1,92.5800,19.2510,0.000000
FILLER_3_142,VSS,Metal1,86.7520,19.0520,0.000000
FILLER_3_136,VSS,Metal1,80.2600,19.2510,0.000000
FILLER_3_72,VSS,Metal1,60.8845,18.9620,0.000000
FILLER_3_66,VSS,Metal1,41.0600,19.2510,0.000000
FILLER_3_2,VSS,Metal1,21.6845,18.9620,0.000000
FILLER_2_163,VSS,Metal1,94.9200,11.7600,0.000000
FILLER_2_155,VSS,Metal1,91.8930,12.2215,0.000000
FILLER_2_139,VSS,Metal1,85.0720,12.3080,0.000000
FILLER_2_107,VSS,Metal1,71.5640,12.3575,0.000000
FILLER_2_101,VSS,Metal1,60.6600,12.1085,0.000000
FILLER_2_37,VSS,Metal1,41.2845,12.3975,0.000000
FILLER_2_34,VSS,Metal1,22.6800,11.7600,0.000000
FILLER_2_2,VSS,Metal1,12.7640,12.3575,0.000000
FILLER_1_162,VSS,Metal1,94.6400,11.7600,0.000000
FILLER_1_158,VSS,Metal1,92.5800,11.4110,0.000000
FILLER_1_142,VSS,Metal1,86.7520,11.2120,0.000000
FILLER_1_139,VSS,Metal1,81.4800,11.7600,0.000000
FILLER_1_137,VSS,Metal1,80.6400,11.7600,0.000000
FILLER_1_133,VSS,Metal1,78.5800,11.4110,0.000000
FILLER_1_125,VSS,Metal1,75.0930,11.2980,0.000000
FILLER_1_93,VSS,Metal1,63.7240,11.1620,0.000000
FILLER_1_76,VSS,Metal1,46.2000,11.7600,0.000000
FILLER_1_72,VSS,Metal1,44.4200,11.4110,0.000000
FILLER_1_66,VSS,Metal1,41.0600,11.4110,0.000000
FILLER_1_2,VSS,Metal1,21.6845,11.1220,0.000000
FILLER_0_162,VSS,Metal1,94.6400,3.9200,0.000000
FILLER_0_154,VSS,Metal1,91.3330,4.3815,0.000000
FILLER_0_138,VSS,Metal1,84.5120,4.4680,0.000000
FILLER_0_104,VSS,Metal1,69.8840,4.5175,0.000000
FILLER_0_101,VSS,Metal1,60.2000,3.9200,0.000000
FILLER_0_84,VSS,Metal1,50.6800,3.9200,0.000000
FILLER_0_82,VSS,Metal1,49.8400,3.9200,0.000000
FILLER_0_78,VSS,Metal1,47.7800,4.2685,0.000000
FILLER_0_70,VSS,Metal1,44.2930,4.3815,0.000000
FILLER_0_36,VSS,Metal1,31.8040,4.5175,0.000000
FILLER_0_2,VSS,Metal1,12.7640,4.5175,0.000000
clkload0,VSS,Metal1,65.8800,42.6625,0.000231
clkbuf_1_1__f_clk_i,VSS,Metal1,78.2535,43.7180,0.000232
clkbuf_1_0__f_clk_i,VSS,Metal1,41.0260,51.5580,0.000336
clkbuf_0_clk_i,VSS,Metal1,59.7735,50.3615,0.000337
output11,VSS,Metal1,90.5965,66.3190,0.000042
output10,VSS,Metal1,90.5965,59.1205,0.000108
output9,VSS,Metal1,90.5965,42.7990,0.000232
output8,VSS,Metal1,90.5965,35.6005,0.000065
output7,VSS,Metal1,55.5630,4.2405,0.000000
output6,VSS,Metal1,51.0830,11.4390,0.000000
output5,VSS,Metal1,9.0830,59.1205,0.000088
output4,VSS,Metal1,9.0830,66.9605,0.000035
output3,VSS,Metal1,56.1230,90.4805,0.000014
input2,VSS,Metal1,8.8365,66.3190,0.000035
input1,VSS,Metal1,46.9165,90.4805,0.000014
TAP_TAPCELL_ROW_22_95,VSS,Metal1,80.0800,90.6290,0.000014
TAP_TAPCELL_ROW_22_94,VSS,Metal1,61.0400,90.6290,0.000014
TAP_TAPCELL_ROW_22_93,VSS,Metal1,42.0000,90.6290,0.000014
TAP_TAPCELL_ROW_22_92,VSS,Metal1,22.9600,90.6290,0.000012
TAP_TAPCELL_ROW_21_91,VSS,Metal1,82.3200,89.6905,0.000014
TAP_TAPCELL_ROW_21_90,VSS,Metal1,43.1200,89.6905,0.000014
TAP_TAPCELL_ROW_20_89,VSS,Metal1,62.7200,82.7890,0.000000
TAP_TAPCELL_ROW_20_88,VSS,Metal1,23.5200,82.7890,0.000000
TAP_TAPCELL_ROW_19_87,VSS,Metal1,82.3200,81.8505,0.000000
TAP_TAPCELL_ROW_19_86,VSS,Metal1,43.1200,81.8505,0.000000
TAP_TAPCELL_ROW_18_85,VSS,Metal1,62.7200,74.9490,0.000000
TAP_TAPCELL_ROW_18_84,VSS,Metal1,23.5200,74.9490,0.000000
TAP_TAPCELL_ROW_17_83,VSS,Metal1,82.3200,74.0105,0.000000
TAP_TAPCELL_ROW_17_82,VSS,Metal1,43.1200,74.0105,0.000000
TAP_TAPCELL_ROW_16_81,VSS,Metal1,62.7200,67.1090,0.000042
TAP_TAPCELL_ROW_16_80,VSS,Metal1,23.5200,67.1090,0.000034
TAP_TAPCELL_ROW_15_79,VSS,Metal1,82.3200,66.1705,0.000042
TAP_TAPCELL_ROW_15_78,VSS,Metal1,43.1200,66.1705,0.000037
TAP_TAPCELL_ROW_14_77,VSS,Metal1,62.7200,59.2690,0.000108
TAP_TAPCELL_ROW_14_76,VSS,Metal1,23.5200,59.2690,0.000096
TAP_TAPCELL_ROW_13_75,VSS,Metal1,82.3200,58.3305,0.000108
TAP_TAPCELL_ROW_13_74,VSS,Metal1,43.1200,58.3305,0.000106
TAP_TAPCELL_ROW_12_73,VSS,Metal1,62.7200,51.4290,0.000337
TAP_TAPCELL_ROW_12_72,VSS,Metal1,23.5200,51.4290,0.000304
TAP_TAPCELL_ROW_11_71,VSS,Metal1,82.3200,50.4905,0.000337
TAP_TAPCELL_ROW_11_70,VSS,Metal1,43.1200,50.4905,0.000336
TAP_TAPCELL_ROW_10_69,VSS,Metal1,62.7200,43.5890,0.000214
TAP_TAPCELL_ROW_10_68,VSS,Metal1,23.5200,43.5890,0.000159
TAP_TAPCELL_ROW_9_67,VSS,Metal1,82.3200,42.6505,0.000232
TAP_TAPCELL_ROW_9_66,VSS,Metal1,43.1200,42.6505,0.000176
TAP_TAPCELL_ROW_8_65,VSS,Metal1,62.7200,35.7490,0.000065
TAP_TAPCELL_ROW_8_64,VSS,Metal1,23.5200,35.7490,0.000054
TAP_TAPCELL_ROW_7_63,VSS,Metal1,82.3200,34.8105,0.000065
TAP_TAPCELL_ROW_7_62,VSS,Metal1,43.1200,34.8105,0.000054
TAP_TAPCELL_ROW_6_61,VSS,Metal1,62.7200,27.9090,0.000019
TAP_TAPCELL_ROW_6_60,VSS,Metal1,23.5200,27.9090,0.000018
TAP_TAPCELL_ROW_5_59,VSS,Metal1,82.3200,26.9705,0.000019
TAP_TAPCELL_ROW_5_58,VSS,Metal1,43.1200,26.9705,0.000019
TAP_TAPCELL_ROW_4_57,VSS,Metal1,62.7200,20.0690,0.000000
TAP_TAPCELL_ROW_4_56,VSS,Metal1,23.5200,20.0690,0.000000
TAP_TAPCELL_ROW_3_55,VSS,Metal1,82.3200,19.1305,0.000000
TAP_TAPCELL_ROW_3_54,VSS,Metal1,43.1200,19.1305,0.000000
TAP_TAPCELL_ROW_2_53,VSS,Metal1,62.7200,12.2290,0.000000
TAP_TAPCELL_ROW_2_52,VSS,Metal1,23.5200,12.2290,0.000000
TAP_TAPCELL_ROW_1_51,VSS,Metal1,82.3200,11.2905,0.000000
TAP_TAPCELL_ROW_1_50,VSS,Metal1,43.1200,11.2905,0.000000
TAP_TAPCELL_ROW_0_49,VSS,Metal1,80.0800,4.3890,0.000000
TAP_TAPCELL_ROW_0_48,VSS,Metal1,61.0400,4.3890,0.000000
TAP_TAPCELL_ROW_0_47,VSS,Metal1,42.0000,4.3890,0.000000
TAP_TAPCELL_ROW_0_46,VSS,Metal1,22.9600,4.3890,0.000000
PHY_EDGE_ROW_22_Left_45,VSS,Metal1,3.9130,90.6300,0.000013
PHY_EDGE_ROW_21_Left_44,VSS,Metal1,3.9130,89.6900,0.000013
PHY_EDGE_ROW_20_Left_43,VSS,Metal1,3.9130,82.7900,0.000000
PHY_EDGE_ROW_19_Left_42,VSS,Metal1,3.9130,81.8500,0.000000
PHY_EDGE_ROW_18_Left_41,VSS,Metal1,3.9130,74.9500,0.000000
PHY_EDGE_ROW_17_Left_40,VSS,Metal1,3.9130,74.0100,0.000000
PHY_EDGE_ROW_16_Left_39,VSS,Metal1,3.9130,67.1100,0.000035
PHY_EDGE_ROW_15_Left_38,VSS,Metal1,3.9130,66.1700,0.000035
PHY_EDGE_ROW_14_Left_37,VSS,Metal1,3.9130,59.2700,0.000088
PHY_EDGE_ROW_13_Left_36,VSS,Metal1,3.9130,58.3300,0.000088
PHY_EDGE_ROW_12_Left_35,VSS,Metal1,3.9130,51.4300,0.000305
PHY_EDGE_ROW_11_Left_34,VSS,Metal1,3.9130,50.4900,0.000305
PHY_EDGE_ROW_10_Left_33,VSS,Metal1,3.9130,43.5900,0.000159
PHY_EDGE_ROW_9_Left_32,VSS,Metal1,3.9130,42.6500,0.000159
PHY_EDGE_ROW_8_Left_31,VSS,Metal1,3.9130,35.7500,0.000054
PHY_EDGE_ROW_7_Left_30,VSS,Metal1,3.9130,34.8100,0.000054
PHY_EDGE_ROW_6_Left_29,VSS,Metal1,3.9130,27.9100,0.000018
PHY_EDGE_ROW_5_Left_28,VSS,Metal1,3.9130,26.9700,0.000018
PHY_EDGE_ROW_4_Left_27,VSS,Metal1,3.9130,20.0700,0.000000
PHY_EDGE_ROW_3_Left_26,VSS,Metal1,3.9130,19.1300,0.000000
PHY_EDGE_ROW_2_Left_25,VSS,Metal1,3.9130,12.2300,0.000000
PHY_EDGE_ROW_1_Left_24,VSS,Metal1,3.9130,11.2900,0.000000
PHY_EDGE_ROW_0_Left_23,VSS,Metal1,3.9130,4.3900,0.000000
PHY_EDGE_ROW_22_Right_22,VSS,Metal1,95.7665,90.6300,0.000014
PHY_EDGE_ROW_21_Right_21,VSS,Metal1,95.7665,89.6900,0.000014
PHY_EDGE_ROW_20_Right_20,VSS,Metal1,95.7665,82.7900,0.000000
PHY_EDGE_ROW_19_Right_19,VSS,Metal1,95.7665,81.8500,0.000000
PHY_EDGE_ROW_18_Right_18,VSS,Metal1,95.7665,74.9500,0.000000
PHY_EDGE_ROW_17_Right_17,VSS,Metal1,95.7665,74.0100,0.000000
PHY_EDGE_ROW_16_Right_16,VSS,Metal1,95.7665,67.1100,0.000042
PHY_EDGE_ROW_15_Right_15,VSS,Metal1,95.7665,66.1700,0.000042
PHY_EDGE_ROW_14_Right_14,VSS,Metal1,95.7665,59.2700,0.000108
PHY_EDGE_ROW_13_Right_13,VSS,Metal1,95.7665,58.3300,0.000108
PHY_EDGE_ROW_12_Right_12,VSS,Metal1,95.7665,51.4300,0.000337
PHY_EDGE_ROW_11_Right_11,VSS,Metal1,95.7665,50.4900,0.000337
PHY_EDGE_ROW_10_Right_10,VSS,Metal1,95.7665,43.5900,0.000232
PHY_EDGE_ROW_9_Right_9,VSS,Metal1,95.7665,42.6500,0.000232
PHY_EDGE_ROW_8_Right_8,VSS,Metal1,95.7665,35.7500,0.000065
PHY_EDGE_ROW_7_Right_7,VSS,Metal1,95.7665,34.8100,0.000065
PHY_EDGE_ROW_6_Right_6,VSS,Metal1,95.7665,27.9100,0.000019
PHY_EDGE_ROW_5_Right_5,VSS,Metal1,95.7665,26.9700,0.000019
PHY_EDGE_ROW_4_Right_4,VSS,Metal1,95.7665,20.0700,0.000000
PHY_EDGE_ROW_3_Right_3,VSS,Metal1,95.7665,19.1300,0.000000
PHY_EDGE_ROW_2_Right_2,VSS,Metal1,95.7665,12.2300,0.000000
PHY_EDGE_ROW_1_Right_1,VSS,Metal1,95.7665,11.2900,0.000000
PHY_EDGE_ROW_0_Right_0,VSS,Metal1,95.7665,4.3900,0.000000
_76_,VSS,Metal1,66.2430,66.1215,0.000042
_75_,VSS,Metal1,66.8030,58.2815,0.000108
_74_,VSS,Metal1,68.4830,34.7615,0.000065
_73_,VSS,Metal1,71.2830,35.7980,0.000065
_72_,VSS,Metal1,47.7630,27.9580,0.000019
_71_,VSS,Metal1,38.8030,35.7980,0.000054
_70_,VSS,Metal1,31.7565,58.2815,0.000100
_69_,VSS,Metal1,32.6430,59.3180,0.000100
_68_,VSS,Metal1,50.0030,59.3180,0.000106
_67_,VSS,Metal1,66.2600,51.2675,0.000337
_66_,VSS,Metal1,60.2425,59.0760,0.000107
_65_,VSS,Metal1,59.2800,51.3075,0.000337
_64_,VSS,Metal1,55.0050,58.3905,0.000106
_63_,VSS,Metal1,57.1600,43.4310,0.000196
_62_,VSS,Metal1,58.2165,34.8990,0.000064
_61_,VSS,Metal1,53.7065,43.4930,0.000193
_60_,VSS,Metal1,68.9875,42.8435,0.000232
_59_,VSS,Metal1,58.7200,42.7725,0.000197
_58_,VSS,Metal1,49.1175,35.6000,0.000055
_57_,VSS,Metal1,57.0800,35.5910,0.000064
_56_,VSS,Metal1,49.2265,43.4930,0.000190
_55_,VSS,Metal1,48.2130,34.9065,0.000055
_54_,VSS,Metal1,48.5930,42.7650,0.000190
_53_,VSS,Metal1,35.1530,42.7650,0.000171
_52_,VSS,Metal1,40.5000,42.8125,0.000176
_51_,VSS,Metal1,32.0465,50.6050,0.000336
_50_,VSS,Metal1,36.0775,43.3960,0.000171
_49_,VSS,Metal1,38.8025,66.3200,0.000037
_48_,VSS,Metal1,40.2775,50.6260,0.000336
_47_,VSS,Metal1,29.2530,66.2005,0.000036
_46_,VSS,Metal1,32.1575,66.9160,0.000036
_45_,VSS,Metal1,35.7325,66.9160,0.000036
_44_,VSS,Metal1,33.1665,66.2850,0.000036
_43_,VSS,Metal1,47.8430,66.2680,0.000037
_42_,VSS,Metal1,45.1225,58.5235,0.000106
_41_,VSS,Metal1,48.9575,58.5235,0.000106
_40_,VSS,Metal1,51.3400,58.4650,0.000106
_39_,VSS,Metal1,25.9400,66.3050,0.000034
_38_,VSS,Metal1,45.7400,34.9450,0.000054
_37_,VSS,Metal1,52.2600,34.9450,0.000058
_36_,VSS,Metal1,60.3000,35.6150,0.000064
_35_,VSS,Metal1,62.5400,42.7850,0.000214
_34_,VSS,Metal1,65.9000,59.1350,0.000108
